"Time stamp","System power generated | (kW)","Wind speed | (m/s)","Internal wake loss percent | (%)","Air temperature | ('C)"
"Nov 2, 02:00 pm",130996,8.7,4.84172,8.2
"Nov 2, 03:00 pm",113511,8.28,5.32409,8.28
"Nov 2, 04:00 pm",138242,8.87,4.71677,7.55
"Nov 2, 05:00 pm",167039,9.54,4.42923,7.01
"Nov 2, 06:00 pm",249482,11.45,3.22299,6.12
"Nov 2, 07:00 pm",258895,11.67,3.08259,5.16
"Nov 2, 08:00 pm",271464,12,2.59005,4.61
"Nov 2, 09:00 pm",279024,12.17,1.88314,4.42
"Nov 2, 10:00 pm",297053,12.72,1.26106,4.41
"Nov 2, 11:00 pm",276708,12.06,1.41954,4.22
"Nov 3, 12:00 am",247311,11.28,1.81,4.03
"Nov 3, 01:00 am",295159,12.62,0.930115,4.12
"Nov 3, 02:00 am",251267,11.35,1.28539,4.13
"Nov 3, 03:00 am",319672,13.84,0.258708,5.03
"Nov 3, 04:00 am",316390,13.59,0.263,4.65
"Nov 3, 05:00 am",311637,13.33,0.403999,4.59
"Nov 3, 06:00 am",310613,13.28,0.411528,4.48
"Nov 3, 07:00 am",318501,13.75,0.271331,4.66
"Nov 3, 08:00 am",295705,12.66,0.751103,6.11
"Nov 3, 09:00 am",287524,12.42,0.730286,7.85
"Nov 3, 10:00 am",228911,10.87,1.06955,9.9
"Nov 3, 11:00 am",211327,10.49,1.26876,11.88
"Nov 3, 12:00 pm",238715,11.19,1.30401,13.19
"Nov 3, 01:00 pm",253762,11.55,1.0721,14.24
"Nov 3, 02:00 pm",269101,11.94,0.862568,14.33
"Nov 3, 03:00 pm",276203,12.15,0.784792,13.97
"Nov 3, 04:00 pm",267386,11.88,0.910296,13.31
"Nov 3, 05:00 pm",280710,12.26,0.772866,12.37
"Nov 3, 06:00 pm",311292,13.44,0.4049,11.67
"Nov 3, 07:00 pm",326449,14.8,0.125707,11.32
"Nov 3, 08:00 pm",330554,15.43,0.0618429,11.03
"Nov 3, 09:00 pm",326474,14.8,0.128445,10.8
"Nov 3, 10:00 pm",322235,14.17,0.137579,10.98
"Nov 3, 11:00 pm",318623,13.89,0.28812,11.12
"Nov 4, 12:00 am",331106,15.64,0.088879,11.45
"Nov 4, 01:00 am",333398,16.16,0.114075,11.73
"Nov 4, 02:00 am",330764,15.55,0.0953376,11.76
"Nov 4, 03:00 am",320334,14.08,0.471356,11.64
"Nov 4, 04:00 am",302351,13.03,0.732942,10.45
"Nov 4, 05:00 am",310500,13.41,0.615703,9.44
"Nov 4, 06:00 am",318003,13.86,0.438584,9.35
"Nov 4, 07:00 am",319385,13.98,0.472457,9.83
"Nov 4, 08:00 am",314392,13.64,0.591674,10.43
"Nov 4, 09:00 am",291858,12.65,0.843801,11.12
"Nov 4, 10:00 am",205431,10.36,1.29618,12.25
"Nov 4, 11:00 am",169521,9.64,2.7894,13.95
"Nov 4, 12:00 pm",192061,10.14,2.61212,13.88
"Nov 4, 01:00 pm",182354,9.88,2.2861,13.88
"Nov 4, 02:00 pm",224610,10.85,1.8025,13.49
"Nov 4, 03:00 pm",162534,9.44,2.14998,13.1
"Nov 4, 04:00 pm",110815,8.22,3.19745,12.79
"Nov 4, 05:00 pm",163407,9.43,1.65355,12.49
"Nov 4, 06:00 pm",113686,8.28,3.19845,12.21
"Nov 4, 07:00 pm",76565.8,7.34,4.3406,12.1
"Nov 4, 08:00 pm",78890.8,7.4,4.05551,12.05
"Nov 4, 09:00 pm",78571.8,7.38,3.69105,12
"Nov 4, 10:00 pm",85366.5,7.54,2.34087,11.89
"Nov 4, 11:00 pm",102975,7.95,1.56838,11.75
"Nov 5, 12:00 am",118108,8.34,1.74034,11.74
"Nov 5, 01:00 am",116053,8.29,1.83742,11.72
"Nov 5, 02:00 am",136782,8.79,1.78494,11.71
"Nov 5, 03:00 am",149769,9.1,1.62835,11.74
"Nov 5, 04:00 am",155979,9.24,1.66884,11.86
"Nov 5, 05:00 am",131829,8.68,1.89312,11.73
"Nov 5, 06:00 am",104416,7.99,1.53146,11.54
"Nov 5, 07:00 am",68170.4,7.06,2.25145,11.31
"Nov 5, 08:00 am",34710.9,5.98,2.76528,11.75
"Nov 5, 09:00 am",19012,5.15,1.93174,12.9
"Nov 5, 10:00 am",21111.7,5.32,2.72617,14.07
"Nov 5, 11:00 am",37646,6.13,3.84682,15.34
"Nov 5, 12:00 pm",64321.9,7.01,3.21811,16.08
"Nov 5, 01:00 pm",100811,7.95,2.41893,16.1
"Nov 5, 02:00 pm",117633,8.4,2.55083,16.15
"Nov 5, 03:00 pm",103480,8.02,1.84404,15.94
"Nov 5, 04:00 pm",197227,10.22,1.56904,15.47
"Nov 5, 05:00 pm",192569,10.1,1.27669,14.98
"Nov 5, 06:00 pm",169552,9.6,1.48784,14.51
"Nov 5, 07:00 pm",172103,9.66,1.8151,14.23
"Nov 5, 08:00 pm",229804,10.96,0.943149,14.09
"Nov 5, 09:00 pm",262162,11.77,0.989362,13.85
"Nov 5, 10:00 pm",273815,12.09,0.794209,13.55
"Nov 5, 11:00 pm",264879,11.85,1.08931,13.42
"Nov 6, 12:00 am",232759,11.07,1.0841,13.7
"Nov 6, 01:00 am",78515.5,7.37,2.73413,11.11
"Nov 6, 02:00 am",85367.8,7.59,4.14257,11.17
"Nov 6, 03:00 am",125949,8.56,1.5945,10.84
"Nov 6, 04:00 am",196954,10.21,2.13213,10.92
"Nov 6, 05:00 am",292722,12.74,1.32577,10.73
"Nov 6, 06:00 am",300596,12.92,0.46714,9.9
"Nov 6, 07:00 am",311011,13.43,0.460418,9.12
"Nov 6, 08:00 am",318019,13.83,0.316261,8.07
"Nov 6, 09:00 am",332661,15.96,0.174228,6.9
"Nov 6, 10:00 am",328497,15.08,0.18543,6.66
"Nov 6, 11:00 am",325584,14.61,0.139633,6.43
"Nov 6, 12:00 pm",322927,14.21,0.137794,6.56
"Nov 6, 01:00 pm",320518,13.96,0.268683,6.67
"Nov 6, 02:00 pm",316607,13.66,0.275637,6.43
"Nov 6, 03:00 pm",325604,14.58,0.129915,5.8
"Nov 6, 04:00 pm",325166,14.5,0.124275,5.42
"Nov 6, 05:00 pm",322758,14.14,0.12543,5.44
"Nov 6, 06:00 pm",306517,13.1,0.464393,5.31
"Nov 6, 07:00 pm",204670,10.25,1.57061,5.17
"Nov 6, 08:00 pm",214788,10.51,1.81344,5.01
"Nov 6, 09:00 pm",175039,9.64,3.16949,4.91
"Nov 6, 10:00 pm",157330,9.22,2.55219,4.79
"Nov 6, 11:00 pm",113211,8.18,2.91741,4.79
"Nov 7, 12:00 am",40756.5,6.15,2.7057,4.8
"Nov 7, 01:00 am",28457.2,5.68,1.7675,4.73
"Nov 7, 02:00 am",31237.9,5.81,2.95989,4.58
"Nov 7, 03:00 am",30642.6,5.79,3.00905,4.48
"Nov 7, 04:00 am",13318.7,4.62,2.40545,4.48
"Nov 7, 05:00 am",3474.72,3.84,14.1706,4.47
"Nov 7, 06:00 am",0,3.47,0,4.44
"Nov 7, 07:00 am",0,3.03,0,4.38
"Nov 7, 08:00 am",0,2.04,0,4.62
"Nov 7, 09:00 am",0,1.76,0,5.14
"Nov 7, 10:00 am",0,1.69,0,5.57
"Nov 7, 11:00 am",0,1.4,0,6.19
"Nov 7, 12:00 pm",0,3.26,0,6.92
"Nov 7, 01:00 pm",0,2.95,0,7.76
"Nov 7, 02:00 pm",17096.3,4.98,1.99533,8.01
"Nov 7, 03:00 pm",12612.1,4.58,1.9424,8.13
"Nov 7, 04:00 pm",21882.3,5.33,2.42237,8.2
"Nov 7, 05:00 pm",31499.5,5.86,3.17001,8.22
"Nov 7, 06:00 pm",87398.9,7.57,2.7332,8.19
"Nov 7, 07:00 pm",84241.8,7.52,3.72825,8.17
"Nov 7, 08:00 pm",120074,8.4,2.58351,8.19
"Nov 7, 09:00 pm",171785,9.6,1.97871,8.2
"Nov 7, 10:00 pm",198054,10.18,1.7776,8.14
"Nov 7, 11:00 pm",251393,11.44,1.06823,8.24
"Nov 8, 12:00 am",276099,12.1,0.785944,8.41
"Nov 8, 01:00 am",290047,12.56,0.610333,8.48
"Nov 8, 02:00 am",252079,11.48,1.23455,8.62
"Nov 8, 03:00 am",133833,8.74,2.32522,8.59
"Nov 8, 04:00 am",168286,9.55,1.98282,8.38
"Nov 8, 05:00 am",145225,9.01,1.9313,9.04
"Nov 8, 06:00 am",126623,8.6,2.67812,9.63
"Nov 8, 07:00 am",310735,13.4,0.462254,7.83
"Nov 8, 08:00 am",277593,12.13,1.03184,6.07
"Nov 8, 09:00 am",285285,12.34,0.676636,5.9
"Nov 8, 10:00 am",231292,10.92,1.02995,6.05
"Nov 8, 11:00 am",245654,11.29,1.47877,6.52
"Nov 8, 12:00 pm",212775,10.49,1.35362,6.76
"Nov 8, 01:00 pm",215576,10.56,1.4507,6.77
"Nov 8, 02:00 pm",136673,8.76,1.96968,6.98
"Nov 8, 03:00 pm",219539,10.67,2.10672,6.3
"Nov 8, 04:00 pm",148969,9.05,1.99981,6.14
"Nov 8, 05:00 pm",103188,7.94,2.32344,6.03
"Nov 8, 06:00 pm",81329.4,7.39,2.78474,5.55
"Nov 8, 07:00 pm",68652.2,7.05,3.19368,5.09
"Nov 8, 08:00 pm",66374,6.98,2.75642,4.88
"Nov 8, 09:00 pm",36720.4,6.03,4.14195,4.62
"Nov 8, 10:00 pm",18491.1,5.07,1.96974,4.67
"Nov 8, 11:00 pm",29773.2,5.77,2.83915,4.36
"Nov 9, 12:00 am",10358.1,4.25,0.669397,4.33
"Nov 9, 01:00 am",15410.5,4.82,2.6315,4.45
"Nov 9, 02:00 am",14466.6,4.76,4.45194,4.43
"Nov 9, 03:00 am",14899,4.79,3.77726,4.26
"Nov 9, 04:00 am",13594.3,4.65,2.07261,4.39
"Nov 9, 05:00 am",21294.5,5.29,3.52706,4.46
"Nov 9, 06:00 am",48119.2,6.43,3.16618,4.59
"Nov 9, 07:00 am",112721,8.17,2.25728,4.69
"Nov 9, 08:00 am",127255,8.54,2.14781,5.33
"Nov 9, 09:00 am",141425,8.88,2.07349,6.58
"Nov 9, 10:00 am",165058,9.44,1.72961,7.84
"Nov 9, 11:00 am",183603,9.85,1.8705,9.08
"Nov 9, 12:00 pm",194449,10.13,1.77475,10.31
"Nov 9, 01:00 pm",224913,10.85,1.77784,11.11
"Nov 9, 02:00 pm",226623,10.9,1.62658,11.66
"Nov 9, 03:00 pm",221534,10.8,2.0876,11.84
"Nov 9, 04:00 pm",182834,9.88,2.09975,11.82
"Nov 9, 05:00 pm",189501,10.01,1.33088,11.62
"Nov 9, 06:00 pm",170042,9.6,1.49758,11.42
"Nov 9, 07:00 pm",187788,9.96,1.30734,11.24
"Nov 9, 08:00 pm",190957,10.04,1.29003,11.19
"Nov 9, 09:00 pm",170556,9.61,1.65005,11.04
"Nov 9, 10:00 pm",190543,10.03,1.30095,10.93
"Nov 9, 11:00 pm",191264,10.05,1.33362,10.89
"Nov 10, 12:00 am",198644,10.22,1.51681,10.77
"Nov 10, 01:00 am",197283,10.19,1.51232,10.64
"Nov 10, 02:00 am",213842,10.57,1.23704,10.44
"Nov 10, 03:00 am",233232,11.06,1.24006,10.16
"Nov 10, 04:00 am",212909,10.59,2.13668,9.98
"Nov 10, 05:00 am",248505,11.48,2.36641,9.82
"Nov 10, 06:00 am",266441,11.95,2.2508,9.59
"Nov 10, 07:00 am",271542,12.13,2.51312,9.56
"Nov 10, 08:00 am",272003,12.15,2.44632,10.19
"Nov 10, 09:00 am",280684,12.44,2.30571,11.36
"Nov 10, 10:00 am",266787,12.05,2.69103,12.67
"Nov 10, 11:00 am",282356,12.54,2.22833,13.87
"Nov 10, 12:00 pm",296599,13.05,1.99573,14.96
"Nov 10, 01:00 pm",318342,14.15,0.881302,15.63
"Nov 10, 02:00 pm",304018,13.34,1.27207,16.04
"Nov 10, 03:00 pm",333779,16.97,0,15.94
"Nov 10, 04:00 pm",331701,16.05,0.219825,15.62
"Nov 10, 05:00 pm",326228,14.99,0.289577,15.3
"Nov 10, 06:00 pm",323080,14.5,0.278917,15.04
"Nov 10, 07:00 pm",323806,14.56,0.184718,14.82
"Nov 10, 08:00 pm",324246,14.6,0.130205,14.83
"Nov 10, 09:00 pm",329886,15.45,0.113172,14.78
"Nov 10, 10:00 pm",330019,15.47,0.112634,14.61
"Nov 10, 11:00 pm",330985,15.7,0.0567082,14.5
"Nov 11, 12:00 am",329979,15.47,0.124742,14.49
"Nov 11, 01:00 am",329274,15.36,0.13062,14.44
"Nov 11, 02:00 am",325210,14.75,0.14763,14.41
"Nov 11, 03:00 am",320922,14.19,0.308969,14.31
"Nov 11, 04:00 am",313519,13.68,0.526427,14.27
"Nov 11, 05:00 am",292478,12.79,1.10351,14.12
"Nov 11, 06:00 am",243931,11.41,1.98039,14.03
"Nov 11, 07:00 am",217066,10.7,1.33103,13.35
"Nov 11, 08:00 am",225247,10.9,2.16668,10.75
"Nov 11, 09:00 am",212511,10.55,1.77875,8.26
"Nov 11, 10:00 am",241635,11.23,1.71146,6.36
"Nov 11, 11:00 am",229995,10.89,1.0797,5.46
"Nov 11, 12:00 pm",228567,10.83,1.00258,4.85
"Nov 11, 01:00 pm",253331,11.44,1.02427,4.68
"Nov 11, 02:00 pm",263913,11.71,0.98532,5.33
"Nov 11, 03:00 pm",268667,11.82,0.840475,4.84
"Nov 11, 04:00 pm",243102,11.2,1.48686,4.3
"Nov 11, 05:00 pm",292230,12.58,1.18335,3.36
"Nov 11, 06:00 pm",276744,12.06,1.33329,2.65
"Nov 11, 07:00 pm",284374,12.25,0.909529,1.85
"Nov 11, 08:00 pm",263363,11.63,1.25182,1.22
"Nov 11, 09:00 pm",276834,11.99,0.939447,0.7
"Nov 11, 10:00 pm",229323,10.77,1.1646,0.26
"Nov 11, 11:00 pm",240970,11.07,1.54196,-0.37
"Nov 12, 12:00 am",226376,10.68,1.45356,-0.9
"Nov 12, 01:00 am",213581,10.38,1.28811,-1.17
"Nov 12, 02:00 am",156803,9.12,2.01047,-1.33
"Nov 12, 03:00 am",138785,8.7,2.05443,-1.59
"Nov 12, 04:00 am",109188,8.01,2.62144,-1.74
"Nov 12, 05:00 am",60315.3,6.73,2.90656,-1.82
"Nov 12, 06:00 am",58267.4,6.68,3.66274,-1.87
"Nov 12, 07:00 am",20362.2,5.17,2.95687,-1.88
"Nov 12, 08:00 am",42868,6.17,2.55239,-1.85
"Nov 12, 09:00 am",20387.5,5.17,2.79349,-1.49
"Nov 12, 10:00 am",30715.2,5.75,3.2367,-1.18
"Nov 12, 11:00 am",35877.1,5.93,3.06017,-0.51
"Nov 12, 12:00 pm",30254.1,5.74,2.9456,0.04
"Nov 12, 01:00 pm",27430.8,5.58,1.72616,0.43
"Nov 12, 02:00 pm",26840.1,5.55,2.14293,0.42
"Nov 12, 03:00 pm",38906.6,6.04,2.43908,0.53
"Nov 12, 04:00 pm",86557.5,7.45,2.23408,0.57
"Nov 12, 05:00 pm",78912.8,7.24,2.04049,0.23
"Nov 12, 06:00 pm",84048.3,7.38,2.14859,0.04
"Nov 12, 07:00 pm",104790,7.88,1.56961,-0.36
"Nov 12, 08:00 pm",104235,7.86,1.58501,-0.71
"Nov 12, 09:00 pm",116691,8.18,2.27064,-1.04
"Nov 12, 10:00 pm",80844.3,7.28,2.07459,-1.22
"Nov 12, 11:00 pm",96148.8,7.64,2.48098,-1.43
"Nov 13, 12:00 am",67968.4,6.96,3.30853,-1.58
"Nov 13, 01:00 am",74093.2,7.11,2.91491,-1.71
"Nov 13, 02:00 am",102823,7.81,1.76805,-1.99
"Nov 13, 03:00 am",93885.3,7.6,3.15103,-2.12
"Nov 13, 04:00 am",83864.6,7.36,2.40722,-2.21
"Nov 13, 05:00 am",58307.2,6.66,2.76016,-2.19
"Nov 13, 06:00 am",71255.8,7.03,2.89792,-2.31
"Nov 13, 07:00 am",51213.9,6.45,2.738,-2.22
"Nov 13, 08:00 am",62982.6,6.79,2.33165,-2.14
"Nov 13, 09:00 am",69494.6,6.98,2.55349,-1.93
"Nov 13, 10:00 am",75075,7.13,2.55326,-1.47
"Nov 13, 11:00 am",79934.4,7.26,2.27376,-1.03
"Nov 13, 12:00 pm",75661.3,7.17,3.45917,-0.87
"Nov 13, 01:00 pm",160625,9.19,1.84671,-1.92
"Nov 13, 02:00 pm",144312,8.85,2.30992,-0.67
"Nov 13, 03:00 pm",54574.8,6.55,2.42678,-1.65
"Nov 13, 04:00 pm",137385,8.66,1.82824,-0.85
"Nov 13, 05:00 pm",98253,7.69,2.17525,-0.95
"Nov 13, 06:00 pm",121163,8.3,2.48011,-1.19
"Nov 13, 07:00 pm",85073.5,7.41,2.743,-1.15
"Nov 13, 08:00 pm",140266,8.73,2.14084,-1.63
"Nov 13, 09:00 pm",117640,8.19,2.20438,-2.07
"Nov 13, 10:00 pm",66658.2,6.9,2.67984,-2.68
"Nov 13, 11:00 pm",68629.9,6.96,3.10185,-2.47
"Nov 14, 12:00 am",65234,6.87,3.38718,-2.87
"Nov 14, 01:00 am",36510.8,5.95,4.23399,-2.83
"Nov 14, 02:00 am",42179.7,6.14,2.84985,-2.96
"Nov 14, 03:00 am",51132.9,6.45,3.47833,-3.12
"Nov 14, 04:00 am",29126.9,5.67,2.30319,-3.08
"Nov 14, 05:00 am",43519.7,6.19,3.15403,-3.21
"Nov 14, 06:00 am",35383.2,5.89,3.10689,-3.25
"Nov 14, 07:00 am",19712.3,5.1,2.37169,-3.2
"Nov 14, 08:00 am",27017.4,5.53,2.01294,-3.19
"Nov 14, 09:00 am",21624.3,5.23,2.83278,-3.02
"Nov 14, 10:00 am",11229.5,4.35,2.15851,-2.56
"Nov 14, 11:00 am",16621.3,4.87,2.54763,-2.22
"Nov 14, 12:00 pm",12307.8,4.49,2.53054,-1.81
"Nov 14, 01:00 pm",4687.38,3.84,12.3229,-1.4
"Nov 14, 02:00 pm",11814.1,4.46,3.5642,-1.38
"Nov 14, 03:00 pm",10404.6,4.22,1.18908,-1.27
"Nov 14, 04:00 pm",6511.95,3.89,11.2095,-1.24
"Nov 14, 05:00 pm",5029.43,3.85,12.4365,-1.33
"Nov 14, 06:00 pm",0,3.38,0,-1.44
"Nov 14, 07:00 pm",0,2.91,0,-1.5
"Nov 14, 08:00 pm",0,2.44,0,-1.62
"Nov 14, 09:00 pm",0,2.15,0,-1.65
"Nov 14, 10:00 pm",0,2.28,0,-1.8
"Nov 14, 11:00 pm",0,1.95,0,-1.93
"Nov 15, 12:00 am",0,1.59,0,-2.03
"Nov 15, 01:00 am",0,1.57,0,-2.11
"Nov 15, 02:00 am",0,1.43,0,-2.15
"Nov 15, 03:00 am",0,1.17,0,-2.11
"Nov 15, 04:00 am",0,2.02,0,-2.06
"Nov 15, 05:00 am",0,2.01,0,-2.04
"Nov 15, 06:00 am",0,2.12,0,-1.99
"Nov 15, 07:00 am",0,2.59,0,-1.92
"Nov 15, 08:00 am",0,2.61,0,-1.65
"Nov 15, 09:00 am",0,2.73,0,-1.05
"Nov 15, 10:00 am",0,2.77,0,-0.32
"Nov 15, 11:00 am",0,2.78,0,0.41
"Nov 15, 12:00 pm",0,3.14,0,1.1
"Nov 15, 01:00 pm",1272.23,3.76,17.5105,1.5
"Nov 15, 02:00 pm",0,3.5,0,1.9
"Nov 15, 03:00 pm",0,3.45,0,2.1
"Nov 15, 04:00 pm",0,3.5,0,2.14
"Nov 15, 05:00 pm",0,3.6,0,2.16
"Nov 15, 06:00 pm",0,3.31,0,2.16
"Nov 15, 07:00 pm",0,2.22,0,2.14
"Nov 15, 08:00 pm",0,2.83,0,0.07
"Nov 15, 09:00 pm",0,3.65,0,0.33
"Nov 15, 10:00 pm",13232.5,4.59,2.56891,0
"Nov 15, 11:00 pm",0,3.27,0,-0.46
"Nov 16, 12:00 am",0,2.68,0,-0.3
"Nov 16, 01:00 am",0,3.01,0,-0.24
"Nov 16, 02:00 am",2051.55,3.78,16.668,-0.2
"Nov 16, 03:00 am",0,3.64,0,-0.25
"Nov 16, 04:00 am",758.197,3.74,13.5357,-0.15
"Nov 16, 05:00 am",0,3.59,0,-0.12
"Nov 16, 06:00 am",0,3.09,0,-0.08
"Nov 16, 07:00 am",0,3.03,0,-0.02
"Nov 16, 08:00 am",0,3.2,0,0.21
"Nov 16, 09:00 am",0,3.59,0,0.69
"Nov 16, 10:00 am",11838.1,4.46,1.38862,1.2
"Nov 16, 11:00 am",26067.4,5.52,1.94817,1.73
"Nov 16, 12:00 pm",55535.8,6.63,2.60427,2.23
"Nov 16, 01:00 pm",56863.5,6.68,2.95371,2.55
"Nov 16, 02:00 pm",63376,6.86,2.20106,2.28
"Nov 16, 03:00 pm",60796.4,6.78,2.27571,1.7
"Nov 16, 04:00 pm",53348.4,6.56,2.45129,1.42
"Nov 16, 05:00 pm",38164.9,6.04,2.47759,1.27
"Nov 16, 06:00 pm",18698.4,5.08,2.77467,1.38
"Nov 16, 07:00 pm",25994.3,5.53,2.56335,1.38
"Nov 16, 08:00 pm",29916.6,5.77,3.98617,1.21
"Nov 16, 09:00 pm",17571.9,4.98,1.79496,0.36
"Nov 16, 10:00 pm",27543.4,5.62,2.26656,0.39
"Nov 16, 11:00 pm",29528,5.73,2.05721,-0.07
"Nov 17, 12:00 am",145267,8.89,1.54908,-0.09
"Nov 17, 01:00 am",123924,8.39,1.58489,-0.46
"Nov 17, 02:00 am",92228.2,7.6,2.47579,-0.54
"Nov 17, 03:00 am",158514,9.19,1.67983,-0.82
"Nov 17, 04:00 am",244335,11.13,1.20024,-2.53
"Nov 17, 05:00 am",168928,9.4,1.40433,-3.33
"Nov 17, 06:00 am",64322.5,6.85,2.19198,-3.27
"Nov 17, 07:00 am",233396,10.85,0.901523,-3.86
"Nov 17, 08:00 am",305518,12.95,0.533573,-4.38
"Nov 17, 09:00 am",203012,10.12,1.39518,-4.4
"Nov 17, 10:00 am",212722,10.34,1.23662,-5.07
"Nov 17, 11:00 am",257370,11.4,1.01416,-5.01
"Nov 17, 12:00 pm",294615,12.49,0.749823,-5.46
"Nov 17, 01:00 pm",287086,12.24,0.765752,-5.83
"Nov 17, 02:00 pm",325670,14.39,0.134895,-7.08
"Nov 17, 03:00 pm",305596,12.89,0.533979,-7.66
"Nov 17, 04:00 pm",286997,12.18,0.617655,-7.98
"Nov 17, 05:00 pm",289222,12.3,0.963755,-7.89
"Nov 17, 06:00 pm",330370,15.07,0.0809452,-7.55
"Nov 17, 07:00 pm",308785,13.02,0.43023,-7.97
"Nov 17, 08:00 pm",323277,13.98,0.135886,-9.54
"Nov 17, 09:00 pm",297734,12.52,0.739205,-8.43
"Nov 17, 10:00 pm",322849,13.93,0.135143,-8.86
"Nov 17, 11:00 pm",316499,13.41,0.286614,-8.72
"Nov 18, 12:00 am",315656,13.35,0.296067,-8.55
"Nov 18, 01:00 am",286696,12.2,0.995165,-8.05
"Nov 18, 02:00 am",283876,12.12,1.22795,-8.05
"Nov 18, 03:00 am",286237,12.19,1.06097,-7.99
"Nov 18, 04:00 am",277988,11.93,1.23413,-7.91
"Nov 18, 05:00 am",295202,12.49,1.27622,-8.05
"Nov 18, 06:00 am",288074,12.28,1.31773,-7.96
"Nov 18, 07:00 am",290653,12.38,1.5679,-7.9
"Nov 18, 08:00 am",269815,11.72,1.71976,-7.77
"Nov 18, 09:00 am",261410,11.52,2.19282,-7.19
"Nov 18, 10:00 am",304705,12.88,0.840632,-7
"Nov 18, 11:00 am",324968,14.27,0.167617,-7.24
"Nov 18, 12:00 pm",248622,11.18,1.82679,-6.83
"Nov 18, 01:00 pm",283170,12.13,1.5128,-6.91
"Nov 18, 02:00 pm",218013,10.46,2.36904,-7.05
"Nov 18, 03:00 pm",191617,9.85,2.31265,-7.25
"Nov 18, 04:00 pm",145212,8.84,3.0352,-7.22
"Nov 18, 05:00 pm",147687,8.9,3.25552,-7.33
"Nov 18, 06:00 pm",64572.8,6.83,3.65607,-7.34
"Nov 18, 07:00 pm",140528,8.69,2.12975,-7.41
"Nov 18, 08:00 pm",85566.3,7.36,1.92924,-7.36
"Nov 18, 09:00 pm",46371.8,6.27,3.38041,-7.23
"Nov 18, 10:00 pm",55770.4,6.57,3.4223,-7.01
"Nov 18, 11:00 pm",87874.8,7.43,2.44194,-6.8
"Nov 19, 12:00 am",108729,8.01,4.33213,-6.75
"Nov 19, 01:00 am",151573,9.06,4.77033,-6.53
"Nov 19, 02:00 am",232198,10.9,3.14336,-6.35
"Nov 19, 03:00 am",275528,12.01,2.55964,-5.85
"Nov 19, 04:00 am",274374,11.99,2.53272,-4.99
"Nov 19, 05:00 am",309502,13.22,1.02721,-4.52
"Nov 19, 06:00 am",302642,12.88,0.892029,-3.41
"Nov 19, 07:00 am",295651,12.58,0.736064,-2.24
"Nov 19, 08:00 am",304701,12.99,0.603627,-0.58
"Nov 19, 09:00 am",232544,10.9,0.931045,1.15
"Nov 19, 10:00 am",269462,11.85,1.31266,1.46
"Nov 19, 11:00 am",315592,13.65,0.781707,0.76
"Nov 19, 12:00 pm",328255,15.02,0.335079,0.17
"Nov 19, 01:00 pm",302200,12.93,1.11085,-0.92
"Nov 19, 02:00 pm",330956,15.38,0.0841644,-1.46
"Nov 19, 03:00 pm",308613,13.14,0.640447,-2.83
"Nov 19, 04:00 pm",328462,14.86,0.130112,-3.75
"Nov 19, 05:00 pm",333779,16.52,0,-4.54
"Nov 19, 06:00 pm",328984,14.9,0.128457,-5.21
"Nov 19, 07:00 pm",301439,12.69,0.441684,-5.79
"Nov 19, 08:00 pm",225806,10.6,1.28186,-5.91
"Nov 19, 09:00 pm",228065,10.65,1.02665,-5.88
"Nov 19, 10:00 pm",209248,10.22,1.13427,-5.95
"Nov 19, 11:00 pm",124437,8.33,1.61103,-6.01
"Nov 20, 12:00 am",151762,8.97,2.02279,-6.18
"Nov 20, 01:00 am",232224,10.75,0.905433,-6.8
"Nov 20, 02:00 am",252142,11.22,1.0171,-6.93
"Nov 20, 03:00 am",207251,10.15,1.19257,-7.31
"Nov 20, 04:00 am",86571.2,7.4,2.5252,-7.32
"Nov 20, 05:00 am",154388,9.02,2.47375,-7.86
"Nov 20, 06:00 am",149657,8.94,3.27715,-8.1
"Nov 20, 07:00 am",124103,8.33,2.70312,-7.99
"Nov 20, 08:00 am",120750,8.25,2.91659,-7.73
"Nov 20, 09:00 am",171669,9.43,2.97948,-7.41
"Nov 20, 10:00 am",152998,9,2.49999,-6.76
"Nov 20, 11:00 am",106685,7.91,2.20981,-5.87
"Nov 20, 12:00 pm",168987,9.35,1.55332,-5.83
"Nov 20, 01:00 pm",187798,9.78,2.3178,-5.29
"Nov 20, 02:00 pm",153165,9,1.85796,-4.93
"Nov 20, 03:00 pm",95792.7,7.61,2.50013,-4.88
"Nov 20, 04:00 pm",179842,9.56,1.69419,-5.39
"Nov 20, 05:00 pm",119651,8.2,1.69042,-5.6
"Nov 20, 06:00 pm",117893,8.16,2.08899,-6.06
"Nov 20, 07:00 pm",65642.5,6.85,2.92737,-6.13
"Nov 20, 08:00 pm",90425.9,7.49,3.43758,-6.62
"Nov 20, 09:00 pm",48516.9,6.34,3.56032,-6.89
"Nov 20, 10:00 pm",41275.9,6.07,2.70433,-7.51
"Nov 20, 11:00 pm",24827.1,5.37,2.29616,-7.86
"Nov 21, 12:00 am",10117.6,4.07,0.531986,-8.14
"Nov 21, 01:00 am",6102.46,3.84,9.63571,-8.43
"Nov 21, 02:00 am",0,2.55,0,-8.57
"Nov 21, 03:00 am",0,1.52,0,-8.73
"Nov 21, 04:00 am",0,0.93,0,-8.8
"Nov 21, 05:00 am",0,0.3,0,-8.77
"Nov 21, 06:00 am",0,1.43,0,-8.63
"Nov 21, 07:00 am",0,2.46,0,-8.41
"Nov 21, 08:00 am",0,3.51,0,-7.97
