"Time stamp","System power generated | (kW)","Irradiance GHI calculated | (W/m2)","Inverter DC input power | (kW)"
"1",-7.96385,0,0
"2",-7.96385,0,0
"3",-7.96385,0,0
"4",-7.96385,0,0
"5",-7.96385,0,0
"6",-7.96385,0,0
"7",-7.96385,0,0
"8",10312.1,28.4355,10707.9
"9",55139.7,196.149,56596.1
"10",65780,371.577,67596
"11",64542.1,511.515,66311.8
"12",60361.5,590.346,61984.4
"13",59163.6,608.514,60745
"14",62499.4,560.346,64194.1
"15",66296,449.581,68125.7
"16",63432.9,289.202,65162.4
"17",43989.2,106.389,45111.3
"18",-7.96385,0,0
"19",-7.96385,0,0
"20",-7.96385,0,0
"21",-7.96385,0,0
"22",-7.96385,0,0
"23",-7.96385,0,0
"24",-7.96385,0,0
"25",-7.96385,0,0
"26",-7.96385,0,0
"27",-7.96385,0,0
"28",-7.96385,0,0
"29",-7.96385,0,0
"30",-7.96385,0,0
"31",-7.96385,0,0
"32",2157.96,20.3147,2436.72
"33",38130.8,163.59,39099.5
"34",66428.1,373.446,68269.8
"35",65062.5,511.027,66853
"36",47053.2,457.47,48260.1
"37",46566.5,474.348,47758.2
"38",56411.9,504.449,57903.8
"39",40890.9,319.996,41924.7
"40",50870.8,251.739,52190.2
"41",17945.8,68.8189,18469.4
"42",-7.96385,0,0
"43",-7.96385,0,0
"44",-7.96385,0,0
"45",-7.96385,0,0
"46",-7.96385,0,0
"47",-7.96385,0,0
"48",-7.96385,0,0
"49",-7.96385,0,0
"50",-7.96385,0,0
"51",-7.96385,0,0
"52",-7.96385,0,0
"53",-7.96385,0,0
"54",-7.96385,0,0
"55",-7.96385,0,0
"56",7421.03,24.4834,7772.47
"57",8519.85,72.5624,8886.56
"58",8388.05,93.84,8751.32
"59",27379.3,269.104,28087.8
"60",45120.5,447.558,46269.2
"61",56601.2,581.942,58097.3
"62",60725.3,546.804,62357.8
"63",47777.4,338.555,49000.8
"64",52523.2,247.412,53891.9
"65",42126.6,106.297,43197
"66",-7.96385,0,0
"67",-7.96385,0,0
"68",-7.96385,0,0
"69",-7.96385,0,0
"70",-7.96385,0,0
"71",-7.96385,0,0
"72",-7.96385,0,0
"73",-7.96385,0,0
"74",-7.96385,0,0
"75",-7.96385,0,0
"76",-7.96385,0,0
"77",-7.96385,0,0
"78",-7.96385,0,0
"79",-7.96385,0,0
"80",10459,28.2389,10856.9
"81",54984.5,196.03,56435.5
"82",65405.5,370.326,67207
"83",63823.6,505.766,65566.1
"84",59705.1,584.911,61303.5
"85",58214.9,602.234,59762.4
"86",61133,553.852,62778.2
"87",64876.5,445.471,66652.6
"88",59900.4,284.574,61506
"89",41569.1,107.316,42622.5
"90",-7.96385,0,0
"91",-7.96385,0,0
"92",-7.96385,0,0
"93",-7.96385,0,0
"94",-7.96385,0,0
"95",-7.96385,0,0
"96",-7.96385,0,0
"97",-7.96385,0,0
"98",-7.96385,0,0
"99",-7.96385,0,0
"100",-7.96385,0,0
"101",-7.96385,0,0
"102",-7.96385,0,0
"103",-7.96385,0,0
"104",194.797,8,440.368
"105",320.449,7,568.301
"106",408.071,8,657.508
"107",1103.21,16,1364.07
"108",1468.1,19,1734.03
"109",3462.29,38.8039,3755.96
"110",1321.86,18,1585.2
"111",1855.54,25,2126.6
"112",2391.72,31,2670.44
"113",1038.05,16,1297.38
"114",-7.96385,0,0
"115",-7.96385,0,0
"116",-7.96385,0,0
"117",-7.96385,0,0
"118",-7.96385,0,0
"119",-7.96385,0,0
"120",-7.96385,0,0
"121",-7.96385,0,0
"122",-7.96385,0,0
"123",-7.96385,0,0
"124",-7.96385,0,0
"125",-7.96385,0,0
"126",-7.96385,0,0
"127",-7.96385,0,0
"128",5817.97,24.7146,6145.69
"129",5298.92,60,5618.81
"130",7672.54,88,8026.18
"131",15896.7,172.964,16382.6
"132",14234.4,152,14691
"133",10617.4,112,11014.8
"134",6651.73,76,6989.25
"135",13566,118.69,14011.3
"136",2286.69,30,2562.92
"137",1033.21,16,1291.62
"138",-7.96385,0,0
"139",-7.96385,0,0
"140",-7.96385,0,0
"141",-7.96385,0,0
"142",-7.96385,0,0
"143",-7.96385,0,0
"144",-7.96385,0,0
"145",-7.96385,0,0
"146",-7.96385,0,0
"147",-7.96385,0,0
"148",-7.96385,0,0
"149",-7.96385,0,0
"150",-7.96385,0,0
"151",-7.96385,0,0
"152",10802,29.3774,11204.4
"153",57184.2,202.026,58706.6
"154",67415.8,381.027,69291.6
"155",66070.9,521.145,67894.5
"156",61594.5,603.46,63257.1
"157",57906.4,601.712,59442.8
"158",62039.5,568.232,63714.7
"159",64990.8,454.009,66769.6
"160",54684.4,275.467,56118.7
"161",47200.9,122.155,48412.2
"162",-7.96385,0,0
"163",-7.96385,0,0
"164",-7.96385,0,0
"165",-7.96385,0,0
"166",-7.96385,0,0
"167",-7.96385,0,0
"168",-7.96385,0,0
"169",-7.96385,0,0
"170",-7.96385,0,0
"171",-7.96385,0,0
"172",-7.96385,0,0
"173",-7.96385,0,0
"174",-7.96385,0,0
"175",-7.96385,0,0
"176",6210.91,24.1366,6543.62
"177",21158,73.8912,21740.9
"178",3439.9,41.4823,3732.06
"179",11393,90.1178,11802.1
"180",9982.63,109.102,10369
"181",5529.75,61,5849.63
"182",3181.76,39,3468.51
"183",1641.62,23,1906.52
"184",1391.11,20,1652.12
"185",16580.6,52.8264,17074.2
"186",-7.96385,0,0
"187",-7.96385,0,0
"188",-7.96385,0,0
"189",-7.96385,0,0
"190",-7.96385,0,0
"191",-7.96385,0,0
"192",-7.96385,0,0
"193",-7.96385,0,0
"194",-7.96385,0,0
"195",-7.96385,0,0
"196",-7.96385,0,0
"197",-7.96385,0,0
"198",-7.96385,0,0
"199",-7.96385,0,0
"200",2909.12,21.0163,3195.39
"201",2822.45,36,3107.54
"202",3551.52,44,3846.81
"203",6851.08,80,7193.06
"204",43695.3,424.165,44809.9
"205",23826.5,244.369,24463.2
"206",23490,246.097,24119.7
"207",7407.3,87,7756.75
"208",20049.3,162.837,20611.6
"209",43652,118.767,44764.5
"210",-7.96385,0,0
"211",-7.96385,0,0
"212",-7.96385,0,0
"213",-7.96385,0,0
"214",-7.96385,0,0
"215",-7.96385,0,0
"216",-7.96385,0,0
"217",-7.96385,0,0
"218",-7.96385,0,0
"219",-7.96385,0,0
"220",-7.96385,0,0
"221",-7.96385,0,0
"222",-7.96385,0,0
"223",-7.96385,0,0
"224",7681.25,22.6171,8037.98
"225",57690.6,201.953,59231.5
"226",51009.3,314.491,52334.9
"227",64162.4,505.304,65916.9
"228",61459,601.396,63116.8
"229",59360.6,617.922,60945.6
"230",62096.2,572.081,63773.6
"231",65807.2,466.212,67615.4
"232",63604.8,309.597,65335.8
"233",45264.6,124.219,46416.6
"234",-7.96385,0,0
"235",-7.96385,0,0
"236",-7.96385,0,0
"237",-7.96385,0,0
"238",-7.96385,0,0
"239",-7.96385,0,0
"240",-7.96385,0,0
"241",-7.96385,0,0
"242",-7.96385,0,0
"243",-7.96385,0,0
"244",-7.96385,0,0
"245",-7.96385,0,0
"246",-7.96385,0,0
"247",-7.96385,0,0
"248",7104.89,25.0795,7449.07
"249",50849.1,186.276,52167.9
"250",62465.6,358.533,64160.6
"251",62032.3,491.42,63709.2
"252",58095.4,572.221,59635.7
"253",31062.3,325.903,31845.8
"254",36513.3,340.595,37426.7
"255",8852.73,105.45,9217.08
"256",18837.9,137.117,19369.5
"257",15695.3,65.2679,16170.9
"258",-7.96385,0,0
"259",-7.96385,0,0
"260",-7.96385,0,0
"261",-7.96385,0,0
"262",-7.96385,0,0
"263",-7.96385,0,0
"264",-7.96385,0,0
"265",-7.96385,0,0
"266",-7.96385,0,0
"267",-7.96385,0,0
"268",-7.96385,0,0
"269",-7.96385,0,0
"270",-7.96385,0,0
"271",-7.96385,0,0
"272",709.787,10.4419,958.852
"273",50509.1,187.263,51814.6
"274",64346.5,365.89,66109.7
"275",11700,130.98,12115.3
"276",19623.7,206.234,20177.8
"277",22903.9,234.805,23522
"278",27842.1,278.966,28563.7
"279",67501.5,468.137,69382.2
"280",66641.8,321.296,68491.7
"281",14172.6,77.8324,14630.1
"282",-7.96385,1.67849,0
"283",-7.96385,0,0
"284",-7.96385,0,0
"285",-7.96385,0,0
"286",-7.96385,0,0
"287",-7.96385,0,0
"288",-7.96385,0,0
"289",-7.96385,0,0
"290",-7.96385,0,0
"291",-7.96385,0,0
"292",-7.96385,0,0
"293",-7.96385,0,0
"294",-7.96385,0,0
"295",-7.96385,0,0
"296",14775.6,32.2921,15246.5
"297",60537.9,208.153,62173.8
"298",55499.1,334.458,56964.9
"299",65727.3,517.465,67538.4
"300",62707.7,611.318,64410
"301",60643.2,630.104,62273.1
"302",63129.1,583.115,64844.1
"303",60798.1,439.224,62432.8
"304",48579.8,269.51,49828.2
"305",22247.5,104.748,22850.9
"306",-7.96385,1,0
"307",-7.96385,0,0
"308",-7.96385,0,0
"309",-7.96385,0,0
"310",-7.96385,0,0
"311",-7.96385,0,0
"312",-7.96385,0,0
"313",-7.96385,0,0
"314",-7.96385,0,0
"315",-7.96385,0,0
"316",-7.96385,0,0
"317",-7.96385,0,0
"318",-7.96385,0,0
"319",-7.96385,0,0
"320",6283.05,21.4592,6620.73
"321",34192.5,131.967,35065.6
"322",27641.6,150.715,28362.8
"323",3987.94,48,4291.23
"324",9480.1,101.563,9863.54
"325",6113.24,65,6446.57
"326",6731.01,75,7073.31
"327",6214.28,73,6549.26
"328",4412.5,52.328,4722.08
"329",3359.96,22.5687,3655.12
"330",-7.96385,1,0
"331",-7.96385,0,0
"332",-7.96385,0,0
"333",-7.96385,0,0
"334",-7.96385,0,0
"335",-7.96385,0,0
"336",-7.96385,0,0
"337",-7.96385,0,0
"338",-7.96385,0,0
"339",-7.96385,0,0
"340",-7.96385,0,0
"341",-7.96385,0,0
"342",-7.96385,0,0
"343",-7.96385,0,0
"344",2930.57,21.7799,3222.27
"345",23140.2,96.9464,23771
"346",14596,93.6449,15066.9
"347",66904.5,466.328,68777
"348",62226,510.923,63932.4
"349",69831,610.748,71813.9
"350",71368.9,569.04,73409.5
"351",67593.8,436.509,69491
"352",56651.2,279.044,58167.6
"353",38434.6,128.578,39418.2
"354",-7.96385,1.83347,0
"355",-7.96385,0,0
"356",-7.96385,0,0
"357",-7.96385,0,0
"358",-7.96385,0,0
"359",-7.96385,0,0
"360",-7.96385,0,0
"361",-7.96385,0,0
"362",-7.96385,0,0
"363",-7.96385,0,0
"364",-7.96385,0,0
"365",-7.96385,0,0
"366",-7.96385,0,0
"367",-7.96385,0,0
"368",12314.5,31.8101,12748.9
"369",25207.7,138.465,25883.3
"370",80498.5,408.257,82905.2
"371",80456.9,552.467,82861.3
"372",76841.9,642.866,79097.9
"373",75256.8,666.679,77448.8
"374",77895.5,621.911,80192.7
"375",81946.6,516.469,84410.5
"376",77326.9,352.601,79599.9
"377",58114,157.592,59679.4
"378",-7.96385,2.86365,0
"379",-7.96385,0,0
"380",-7.96385,0,0
"381",-7.96385,0,0
"382",-7.96385,0,0
"383",-7.96385,0,0
"384",-7.96385,0,0
"385",-7.96385,0,0
"386",-7.96385,0,0
"387",-7.96385,0,0
"388",-7.96385,0,0
"389",-7.96385,0,0
"390",-7.96385,0,0
"391",-7.96385,0,0
"392",17265.3,33.5441,17785.2
"393",68315.4,222.154,70239.1
"394",79899.6,411.434,82274.7
"395",80290.1,560.444,82680.7
"396",65336.9,553.949,67147
"397",68315,609.286,70233.2
"398",73173.1,593.4,75274.6
"399",79870,515.001,82239.1
"400",75656.2,351.046,77853.8
"401",56269.8,157.163,57767.5
"402",-7.96385,6.31349,0
"403",-7.96385,0,0
"404",-7.96385,0,0
"405",-7.96385,0,0
"406",-7.96385,0,0
"407",-7.96385,0,0
"408",-7.96385,0,0
"409",-7.96385,0,0
"410",-7.96385,0,0
"411",-7.96385,0,0
"412",-7.96385,0,0
"413",-7.96385,0,0
"414",-7.96385,0,0
"415",-7.96385,0,0
"416",8515.16,27.3294,8883.13
"417",48807.9,177.871,50070.3
"418",66331.5,357.695,68170.8
"419",63531.6,454.579,65270
"420",26273.9,228.283,26960.7
"421",37758,345.231,38713
"422",69728.6,585.836,71691.6
"423",61037.9,405.396,62687.4
"424",66030,324.121,67857.9
"425",45318.3,142.061,46479.7
"426",-7.96385,5.38909,0
"427",-7.96385,0,0
"428",-7.96385,0,0
"429",-7.96385,0,0
"430",-7.96385,0,0
"431",-7.96385,0,0
"432",-7.96385,0,0
"433",-7.96385,0,0
"434",-7.96385,0,0
"435",-7.96385,0,0
"436",-7.96385,0,0
"437",-7.96385,0,0
"438",-7.96385,0,0
"439",-7.96385,0,0
"440",11696.1,29.3722,12114.7
"441",54358.1,200.116,55792.2
"442",69841.4,390.31,71812.5
"443",68969.6,534.075,70907
"444",65105.8,623.15,66900
"445",63331.8,647.149,65062.6
"446",66098.8,605.459,67928
"447",69528.8,497.571,71484.6
"448",67935.6,340.008,69833.5
"449",52217.9,153.901,53586.1
"450",-7.96385,5.89288,0
"451",-7.96385,0,0
"452",-7.96385,0,0
"453",-7.96385,0,0
"454",-7.96385,0,0
"455",-7.96385,0,0
"456",-7.96385,0,0
"457",-7.96385,0,0
"458",-7.96385,0,0
"459",-7.96385,0,0
"460",-7.96385,0,0
"461",-7.96385,0,0
"462",-7.96385,0,0
"463",-7.96385,0,0
"464",15591.4,32.5053,16078.7
"465",61005.2,210.32,62663.6
"466",70522.9,390.852,72523.3
"467",69635.3,534.875,71600.4
"468",65527.4,621.965,67340
"469",63557.7,644.862,65299.2
"470",66195.8,603.116,68031.1
"471",69881,498.064,71852.7
"472",68290,341.754,70203.3
"473",52608.3,156.439,53990.4
"474",144.163,6.91935,391.207
"475",-7.96385,0,0
"476",-7.96385,0,0
"477",-7.96385,0,0
"478",-7.96385,0,0
"479",-7.96385,0,0
"480",-7.96385,0,0
"481",-7.96385,0,0
"482",-7.96385,0,0
"483",-7.96385,0,0
"484",-7.96385,0,0
"485",-7.96385,0,0
"486",-7.96385,0,0
"487",-7.96385,0,0
"488",13384.7,32.2964,13834.2
"489",58178,207.18,59741.4
"490",61749.8,351.982,63432.1
"491",63726.1,491.861,65475.3
"492",64835.2,616.909,66622
"493",20162.7,206.6,20728.3
"494",29433.9,292.911,30191.6
"495",37983.3,300.477,38946.6
"496",40689.7,220.337,41724.3
"497",47500.3,149.399,48725.9
"498",2137.9,7.06467,2415.36
"499",-7.96385,0,0
"500",-7.96385,0,0
"501",-7.96385,0,0
"502",-7.96385,0,0
"503",-7.96385,0,0
"504",-7.96385,0,0
"505",-7.96385,0,0
"506",-7.96385,0,0
"507",-7.96385,0,0
"508",-7.96385,0,0
"509",-7.96385,0,0
"510",-7.96385,0,0
"511",-7.96385,0,0
"512",9174.65,28.7575,9552.67
"513",575.156,10,828.092
"514",1351.43,19,1616.37
"515",3225.62,40,3516.76
"516",4667.57,53,4978.48
"517",7023.66,75,7368.04
"518",5429.71,62,5750.99
"519",2463.13,32,2742.94
"520",2747.32,35,3031.19
"521",6949.79,33.7838,7293.03
"522",1555.16,8.1265,1822.11
"523",-7.96385,0,0
"524",-7.96385,0,0
"525",-7.96385,0,0
"526",-7.96385,0,0
"527",-7.96385,0,0
"528",-7.96385,0,0
"529",-7.96385,0,0
"530",-7.96385,0,0
"531",-7.96385,0,0
"532",-7.96385,0,0
"533",-7.96385,0,0
"534",-7.96385,0,0
"535",-7.96385,0,0
"536",869.472,14.4079,1123.58
"537",2292,29.4709,2565.87
"538",3508.86,44.3942,3798.96
"539",5257.89,64.5139,5571.46
"540",5201.07,59.278,5513.15
"541",2568.24,31,2843.61
"542",6782.4,79.1465,7116.26
"543",1843.24,26,2107.71
"544",3645.22,47,3934.95
"545",451.963,9,696.233
"546",-7.96385,1,0
"547",-7.96385,0,0
"548",-7.96385,0,0
"549",-7.96385,0,0
"550",-7.96385,0,0
"551",-7.96385,0,0
"552",-7.96385,0,0
"553",-7.96385,0,0
"554",-7.96385,0,0
"555",-7.96385,0,0
"556",-7.96385,0,0
"557",-7.96385,0,0
"558",-7.96385,0,0
"559",-7.96385,0,0
"560",10726.3,30.6013,11120.9
"561",866.246,14,1117.31
"562",2285.86,31,2557.29
"563",9040.24,107.033,9407.71
"564",1026.16,15,1278.52
"565",5814.31,66,6132.98
"566",6484.24,77,6811.78
"567",3638.49,37.3321,3926.07
"568",5690.26,68.8083,6007.23
"569",2761.89,27.7285,3039.15
"570",1533.53,8.30748,1794.18
"571",-7.96385,0,0
"572",-7.96385,0,0
"573",-7.96385,0,0
"574",-7.96385,0,0
"575",-7.96385,0,0
"576",-7.96385,0,0
"577",-7.96385,0,0
"578",-7.96385,0,0
"579",-7.96385,0,0
"580",-7.96385,0,0
"581",-7.96385,0,0
"582",-7.96385,0,0
"583",-7.96385,0,0
"584",12296.7,33.6437,12717.4
"585",547.374,10,794.317
"586",6925.26,82.798,7262.45
"587",22052.2,225.015,22644.6
"588",28371,300.635,29092.9
"589",48106.2,512.392,49330.7
"590",33014.8,338.24,33841.2
"591",41187.6,351.802,42219.4
"592",38447.8,258.964,39409.3
"593",50761.7,167.413,52071.6
"594",4185.5,12.1107,4484.84
"595",-7.96385,0,0
"596",-7.96385,0,0
"597",-7.96385,0,0
"598",-7.96385,0,0
"599",-7.96385,0,0
"600",-7.96385,0,0
"601",-7.96385,0,0
"602",-7.96385,0,0
"603",-7.96385,0,0
"604",-7.96385,0,0
"605",-7.96385,0,0
"606",-7.96385,0,0
"607",-7.96385,0,0
"608",13201.5,36.8203,13639.2
"609",55573.7,210.774,57035.6
"610",66242.2,392.073,68064.7
"611",52170.7,418.355,53519.9
"612",14389.7,160.596,14841.2
"613",30527.6,322.773,31296.9
"614",60391.7,587.32,62003.7
"615",36017.1,277.239,36916.9
"616",6267.51,76.3689,6593.78
"617",9111.1,53.7237,9480.34
"618",2385.68,9.78543,2659.48
"619",-7.96385,0,0
"620",-7.96385,0,0
"621",-7.96385,0,0
"622",-7.96385,0,0
"623",-7.96385,0,0
"624",-7.96385,0,0
"625",-7.96385,0,0
"626",-7.96385,0,0
"627",-7.96385,0,0
"628",-7.96385,0,0
"629",-7.96385,0,0
"630",-7.96385,0,0
"631",-7.96385,0,0
"632",2953.03,27.1568,3237.41
"633",2859.02,37,3141.57
"634",6850.91,82,7188.92
"635",38156.6,313.844,39115.6
"636",38132.1,369.894,39090.1
"637",25455.2,265.018,26119.7
"638",10726.8,120,11123
"639",8339.64,99,8699.91
"640",4882.35,60,5192.9
"641",1216.58,18,1475.89
"642",77.1357,6,317.225
"643",-7.96385,0,0
"644",-7.96385,0,0
"645",-7.96385,0,0
"646",-7.96385,0,0
"647",-7.96385,0,0
"648",-7.96385,0,0
"649",-7.96385,0,0
"650",-7.96385,0,0
"651",-7.96385,0,0
"652",-7.96385,0,0
"653",-7.96385,0,0
"654",-7.96385,0,0
"655",-7.96385,0,0
"656",1239.27,22.0599,1501.93
"657",5674.27,65,5998.59
"658",15435.7,161.035,15912.3
"659",69316.3,556.825,71257.4
"660",66695.9,657.896,68538.5
"661",64967.2,687.087,66746.1
"662",67238,645.845,69098.2
"663",70901.1,540.855,72897.7
"664",70022.2,382.172,71987
"665",58041.4,189.245,59587
"666",8641.1,17.9365,9008.3
"667",-7.96385,0,0
"668",-7.96385,0,0
"669",-7.96385,0,0
"670",-7.96385,0,0
"671",-7.96385,0,0
"672",-7.96385,0,0
"673",-7.96385,0,0
"674",-7.96385,0,0
"675",-7.96385,0,0
"676",-7.96385,0,0
"677",-7.96385,0,0
"678",-7.96385,0,0
"679",-7.96385,0,0
"680",17181.5,43.7731,17691.4
"681",61523,230.284,63189
"682",71149.7,417.974,73161
"683",69716.7,563.046,71670
"684",65807.3,653.973,67614.2
"685",63678.4,680.132,65407.6
"686",65781.8,638.236,67585
"687",68924.9,533.093,70842.6
"688",68533.5,376.694,70439.6
"689",55873.1,187.22,57346.7
"690",7635.91,17.9652,7986.12
"691",-7.96385,0,0
"692",-7.96385,0,0
"693",-7.96385,0,0
"694",-7.96385,0,0
"695",-7.96385,0,0
"696",-7.96385,0,0
"697",-7.96385,0,0
"698",-7.96385,0,0
"699",-7.96385,0,0
"700",-7.96385,0,0
"701",-7.96385,0,0
"702",-7.96385,0,0
"703",-7.96385,0,0
"704",16007,42.8585,16492.7
"705",58679.3,224.817,60242.4
"706",68734.4,409.292,70647.6
"707",67348.4,553.619,69207.5
"708",63941.7,645.325,65676.2
"709",61993.8,671.714,63658.9
"710",64274.2,632.678,66018.5
"711",67452.8,529.363,69311.7
"712",66886.8,374.561,68726.8
"713",54298,186.839,55714
"714",7656.96,19.4826,8005.07
"715",-7.96385,0,0
"716",-7.96385,0,0
"717",-7.96385,0,0
"718",-7.96385,0,0
"719",-7.96385,0,0
"720",-7.96385,0,0
"721",-7.96385,0,0
"722",-7.96385,0,0
"723",-7.96385,0,0
"724",-7.96385,0,0
"725",-7.96385,0,0
"726",-7.96385,0,0
"727",-7.96385,0,0
"728",19842.1,48.8636,20398.5
"729",63056.1,239.426,64770.4
"730",71972.5,428.77,74010.9
"731",70913.2,579.24,72908.8
"732",67177,671.956,69032.1
"733",65391,700.401,67180.4
"734",67589.3,659.42,69457.9
"735",71187.2,554.322,73190.3
"736",70853.4,395.047,72846.3
"737",60012.7,201.552,61622.6
"738",9955.26,22.4332,10340.8
"739",-7.96385,0,0
"740",-7.96385,0,0
"741",-7.96385,0,0
"742",-7.96385,0,0
"743",-7.96385,0,0
"744",-7.96385,0,0
"745",-7.96385,0,0
"746",-7.96385,0,0
"747",-7.96385,0,0
"748",-7.96385,0,0
"749",-7.96385,0,0
"750",-7.96385,0,0
"751",-7.96385,0,0
"752",2765.99,32.4804,3049.04
"753",26997.5,164.327,27697.4
"754",53483,344.746,54877.9
"755",67850.3,555.537,69730.1
"756",65365.1,656.871,67152.6
"757",63413.7,681.869,65131.3
"758",53098.3,521.84,54475
"759",28765.1,261.392,29496.6
"760",14110.6,132.472,14558.9
"761",11269.3,74.8205,11672.7
"762",6246.46,20.3247,6575.3
"763",-7.96385,0,0
"764",-7.96385,0,0
"765",-7.96385,0,0
"766",-7.96385,0,0
"767",-7.96385,0,0
"768",-7.96385,0,0
"769",-7.96385,0,0
"770",-7.96385,0,0
"771",-7.96385,0,0
"772",-7.96385,0,0
"773",-7.96385,0,0
"774",-7.96385,0,0
"775",-7.96385,0,0
"776",15841.4,45.6816,16323.8
"777",56293,222.623,57777.4
"778",67390.2,408.484,69252.8
"779",67101.6,554.49,68950.1
"780",56426.6,566.933,57906.8
"781",62114.6,672.989,63784.1
"782",64242.4,634.458,65986.1
"783",67214,532.971,69064.8
"784",66627.2,380.163,68458.4
"785",53736.2,192.757,55134.8
"786",8445.91,24.4696,8805.65
"787",-7.96385,0,0
"788",-7.96385,0,0
"789",-7.96385,0,0
"790",-7.96385,0,0
"791",-7.96385,0,0
"792",-7.96385,0,0
"793",-7.96385,0,0
"794",-7.96385,0,0
"795",-7.96385,0,0
"796",-7.96385,0,0
"797",-7.96385,0,0
"798",-7.96385,0,0
"799",-7.96385,0,0
"800",-7.96385,4,213.125
"801",2150.98,29,2422.56
"802",5178.62,64,5492.08
"803",4164.21,52,4463.17
"804",11964.8,132.624,12379.6
"805",8619.9,94,8982.63
"806",6480.31,75,6811.9
"807",7263.87,87.5298,7607.18
"808",3878.62,49,4174.14
"809",3678.5,45.4604,3971.45
"810",-7.96385,3,146.239
"811",-7.96385,0,0
"812",-7.96385,0,0
"813",-7.96385,0,0
"814",-7.96385,0,0
"815",-7.96385,0,0
"816",-7.96385,0,0
"817",-7.96385,0,0
"818",-7.96385,0,0
"819",-7.96385,0,0
"820",-7.96385,0,0
"821",-7.96385,0,0
"822",-7.96385,0,0
"823",-7.96385,0,0
"824",3182.94,34.1523,3470.39
"825",5530.37,64.5316,5849.38
"826",5853.23,72,6175.51
"827",8851.25,102.628,9216.14
"828",12105.9,135.512,12520.7
"829",19916.3,213.264,20467.5
"830",28213.3,297.012,28933.7
"831",46003.2,394.144,47171.3
"832",9829.07,99.843,10209.5
"833",18381,125.431,18906.5
"834",552.791,14.0418,800.521
"835",-7.96385,0,0
"836",-7.96385,0,0
"837",-7.96385,0,0
"838",-7.96385,0,0
"839",-7.96385,0,0
"840",-7.96385,0,0
"841",-7.96385,0,0
"842",-7.96385,0,0
"843",-7.96385,0,0
"844",-7.96385,0,0
"845",-7.96385,0,0
"846",-7.96385,0,0
"847",-7.96385,0,0
"848",23574,54.4784,24202.6
"849",61917,245.602,63591.5
"850",72327.8,438.538,74381.4
"851",71762.1,589.666,73792.1
"852",68376.1,684.878,70276.3
"853",66633.9,713.558,68469.4
"854",68687.2,673.289,70597.6
"855",71824.7,568.357,73853.3
"856",71601.5,409.413,73622.7
"857",59832,214.961,61433.3
"858",13782.7,31.2691,14229.8
"859",-7.96385,0,0
"860",-7.96385,0,0
"861",-7.96385,0,0
"862",-7.96385,0,0
"863",-7.96385,0,0
"864",-7.96385,0,0
"865",-7.96385,0,0
"866",-7.96385,0,0
"867",-7.96385,0,0
"868",-7.96385,0,0
"869",-7.96385,0,0
"870",-7.96385,0,0
"871",-7.96385,0,0
"872",30938.7,63.5429,31729.1
"873",67203.9,262.91,69068.2
"874",75319.9,459.214,77489.6
"875",73959.9,612.787,76073.4
"876",70488.2,708.999,72466.7
"877",68230.1,733.502,70123.3
"878",70306.2,692.232,72276.4
"879",73597,586.084,75693.2
"880",72677.8,420.932,74740.2
"881",62011.1,222.786,63689.2
"882",14285.5,33.4412,14740.1
"883",-7.96385,0,0
"884",-7.96385,0,0
"885",-7.96385,0,0
"886",-7.96385,0,0
"887",-7.96385,0,0
"888",-7.96385,0,0
"889",-7.96385,0,0
"890",-7.96385,0,0
"891",-7.96385,0,0
"892",-7.96385,0,0
"893",-7.96385,0,0
"894",-7.96385,0,0
"895",-7.96385,0,0
"896",10250.3,44.0935,10642.3
"897",3053.96,39,3340.54
"898",26366.1,228.823,27052.9
"899",48250.5,423.295,49488.7
"900",58748.3,583.638,60311.6
"901",53989.3,579.009,55395.5
"902",66475.5,654.654,68302.8
"903",71684.8,575.275,73706.1
"904",69240.7,406.618,71171.6
"905",48695.6,198.166,49944
"906",14009.6,34.7457,14458.9
"907",-7.96385,0,0
"908",-7.96385,0,0
"909",-7.96385,0,0
"910",-7.96385,0,0
"911",-7.96385,0,0
"912",-7.96385,0,0
"913",-7.96385,0,0
"914",-7.96385,0,0
"915",-7.96385,0,0
"916",-7.96385,0,0
"917",-7.96385,0,0
"918",-7.96385,0,0
"919",-7.96385,0,0
"920",1732.67,19.8754,1998.16
"921",14889.8,132.248,15353
"922",15249.4,160.744,15717.6
"923",27931.7,284.182,28645.3
"924",12962.5,146.288,13389.9
"925",12776.4,140.667,13200.2
"926",21909.8,243.155,22497
"927",18729,209.346,19256.7
"928",11429.7,127.925,11832.9
"929",5512.81,63.993,5828.14
"930",7219.73,29.5052,7559.65
"931",-7.96385,0,0
"932",-7.96385,0,0
"933",-7.96385,0,0
"934",-7.96385,0,0
"935",-7.96385,0,0
"936",-7.96385,0,0
"937",-7.96385,0,0
"938",-7.96385,0,0
"939",-7.96385,0,0
"940",-7.96385,0,0
"941",-7.96385,0,0
"942",-7.96385,0,0
"943",-7.96385,0,0
"944",6581.48,42.0829,6912.6
"945",3177.6,40.5644,3460.63
"946",9158.75,107.233,9526.91
"947",22068.8,231.855,22659.8
"948",40875.2,420.861,41897.8
"949",27939.7,301.418,28649.9
"950",20477.4,228.692,21035.7
"951",12758.2,149.877,13180.7
"952",32014.2,249.745,32816.4
"953",25265.7,149.519,25920.9
"954",1032.36,17.3461,1284.54
"955",-7.96385,0,0
"956",-7.96385,0,0
"957",-7.96385,0,0
"958",-7.96385,0,0
