"Time stamp","System power generated | (kW)","Irradiance GHI calculated | (W/m2)","Inverter DC input power | (kW)"
"53281",-7.96385,0,0
"53282",-7.96385,0,0
"53283",-7.96385,0,0
"53284",-7.96385,0,0
"53285",-7.96385,0,0
"53286",-7.96385,0,0
"53287",-7.96385,0,0
"53288",19481.7,48.8636,20031.4
"53289",61929.7,239.426,63604.6
"53290",70689.7,428.77,72678.7
"53291",69649,579.24,71596.5
"53292",65978.3,671.956,67789.5
"53293",64223.7,700.401,65971.2
"53294",66383.4,659.42,68207.6
"53295",69918.2,554.322,71872.9
"53296",69590.2,395.047,71535.1
"53297",58939.8,201.552,60513.4
"53298",9771.89,22.4332,10154.6
"53299",-7.96385,0,0
"53300",-7.96385,0,0
"53301",-7.96385,0,0
"53302",-7.96385,0,0
"53303",-7.96385,0,0
"53304",-7.96385,0,0
"53305",-7.96385,0,0
"53306",-7.96385,0,0
"53307",-7.96385,0,0
"53308",-7.96385,0,0
"53309",-7.96385,0,0
"53310",-7.96385,0,0
"53311",-7.96385,0,0
"53312",2711.77,32.4804,2994.15
"53313",26509.4,164.327,27198.8
"53314",52525.3,344.746,53890.1
"53315",66639.8,555.537,68474.9
"53316",64198.3,656.871,65943.8
"53317",62281.2,681.869,63958.9
"53318",52147.4,521.84,53494.4
"53319",28245.6,261.392,28965.7
"53320",13852.8,132.472,14296.8
"53321",11062.4,74.8205,11462.6
"53322",6129.7,20.3247,6456.94
"53323",-7.96385,0,0
"53324",-7.96385,0,0
"53325",-7.96385,0,0
"53326",-7.96385,0,0
"53327",-7.96385,0,0
"53328",-7.96385,0,0
"53329",-7.96385,0,0
"53330",-7.96385,0,0
"53331",-7.96385,0,0
"53332",-7.96385,0,0
"53333",-7.96385,0,0
"53334",-7.96385,0,0
"53335",-7.96385,0,0
"53336",15552.6,45.6816,16030
"53337",55285.7,222.623,56737.4
"53338",66187.8,408.484,68006.2
"53339",65904.3,554.49,67709
"53340",55417,566.933,56864.5
"53341",61004.9,672.989,62636
"53342",63095.3,634.458,64798.3
"53343",66014.7,532.971,67821.6
"53344",65438.2,380.163,67226.1
"53345",52774,192.757,54142.4
"53346",8289.66,24.4696,8647.14
"53347",-7.96385,0,0
"53348",-7.96385,0,0
"53349",-7.96385,0,0
"53350",-7.96385,0,0
"53351",-7.96385,0,0
"53352",-7.96385,0,0
"53353",-7.96385,0,0
"53354",-7.96385,0,0
"53355",-7.96385,0,0
"53356",-7.96385,0,0
"53357",-7.96385,0,0
"53358",-7.96385,0,0
"53359",-7.96385,0,0
"53360",-7.96385,4,209.289
"53361",2107.89,29,2378.96
"53362",5081.05,64,5393.23
"53363",4084.89,52,4382.83
"53364",11745.4,132.624,12156.7
"53365",8460.53,94,8820.95
"53366",6359.35,75,6689.29
"53367",7128.83,87.5298,7470.25
"53368",3804.43,49,4099.01
"53369",3607.91,45.4604,3899.96
"53370",-7.96385,3,143.607
"53371",-7.96385,0,0
"53372",-7.96385,0,0
"53373",-7.96385,0,0
"53374",-7.96385,0,0
"53375",-7.96385,0,0
"53376",-7.96385,0,0
"53377",-7.96385,0,0
"53378",-7.96385,0,0
"53379",-7.96385,0,0
"53380",-7.96385,0,0
"53381",-7.96385,0,0
"53382",-7.96385,0,0
"53383",-7.96385,0,0
"53384",3121.25,34.1523,3407.92
"53385",5426.47,64.5316,5744.09
"53386",5743.54,72,6064.35
"53387",8687.74,102.628,9050.25
"53388",11884,135.512,12295.3
"53389",19554.7,213.264,20099.1
"53390",27703.6,297.012,28412.9
"53391",45177.6,394.144,46322.2
"53392",9648,99.843,10025.7
"53393",18046.8,125.431,18566.2
"53394",538.543,14.0418,786.112
"53395",-7.96385,0,0
"53396",-7.96385,0,0
"53397",-7.96385,0,0
"53398",-7.96385,0,0
"53399",-7.96385,0,0
"53400",-7.96385,0,0
"53401",-7.96385,0,0
"53402",-7.96385,0,0
"53403",-7.96385,0,0
"53404",-7.96385,0,0
"53405",-7.96385,0,0
"53406",-7.96385,0,0
"53407",-7.96385,0,0
"53408",23147,54.4784,23767
"53409",60810.7,245.602,62446.9
"53410",71038.8,438.538,73042.5
"53411",70483,589.666,72463.9
"53412",67156.3,684.878,69011.3
"53413",65444.8,713.558,67237
"53414",67462,673.289,69326.8
"53415",70544.5,568.357,72523.9
"53416",70325.2,409.413,72297.5
"53417",58762.3,214.961,60327.5
"53418",13530.7,31.2691,13973.6
"53419",-7.96385,0,0
"53420",-7.96385,0,0
"53421",-7.96385,0,0
"53422",-7.96385,0,0
"53423",-7.96385,0,0
"53424",-7.96385,0,0
"53425",-7.96385,0,0
"53426",-7.96385,0,0
"53427",-7.96385,0,0
"53428",-7.96385,0,0
"53429",-7.96385,0,0
"53430",-7.96385,0,0
"53431",-7.96385,0,0
"53432",30380.4,63.5429,31157.9
"53433",66004.7,262.91,67825
"53434",73978.5,459.214,76094.8
"53435",72642.4,612.787,74704.1
"53436",69231.4,708.999,71162.3
"53437",67013,733.502,68861.1
"53438",69052.6,692.232,70975.4
"53439",72285.9,586.084,74330.8
"53440",71382.6,420.932,73394.8
"53441",60903.1,222.786,62542.8
"53442",14024.5,33.4412,14474.8
"53443",-7.96385,0,0
"53444",-7.96385,0,0
"53445",-7.96385,0,0
"53446",-7.96385,0,0
"53447",-7.96385,0,0
"53448",-7.96385,0,0
"53449",-7.96385,0,0
"53450",-7.96385,0,0
"53451",-7.96385,0,0
"53452",-7.96385,0,0
"53453",-7.96385,0,0
"53454",-7.96385,0,0
"53455",-7.96385,0,0
"53456",10061.6,44.0935,10450.7
"53457",2994.57,39,3280.41
"53458",25889.2,228.823,26566
"53459",47385.1,423.295,48597.9
"53460",57697.8,583.638,59226
"53461",53022.7,579.009,54398.3
"53462",65289.1,654.654,67073.4
"53463",70407.1,575.275,72379.4
"53464",68005.8,406.618,69890.5
"53465",47822.4,198.166,49045
"53466",13753.6,34.7457,14198.7
"53467",-7.96385,0,0
"53468",-7.96385,0,0
"53469",-7.96385,0,0
"53470",-7.96385,0,0
"53471",-7.96385,0,0
"53472",-7.96385,0,0
"53473",-7.96385,0,0
"53474",-7.96385,0,0
"53475",-7.96385,0,0
"53476",-7.96385,0,0
"53477",-7.96385,0,0
"53478",-7.96385,0,0
"53479",-7.96385,0,0
"53480",1697.12,19.8754,1962.2
"53481",14618,132.248,15076.6
"53482",14971.2,160.744,15434.7
"53483",27427,284.182,28129.6
"53484",12725.3,146.288,13148.9
"53485",12542.6,140.667,12962.6
"53486",21512.5,243.155,22092
"53487",18388.6,209.346,18910
"53488",11219.9,127.925,11619.9
"53489",5409.28,63.993,5723.24
"53490",7085.52,29.5052,7423.58
"53491",-7.96385,0,0
"53492",-7.96385,0,0
"53493",-7.96385,0,0
"53494",-7.96385,0,0
"53495",-7.96385,0,0
"53496",-7.96385,0,0
"53497",-7.96385,0,0
"53498",-7.96385,0,0
"53499",-7.96385,0,0
"53500",-7.96385,0,0
"53501",-7.96385,0,0
"53502",-7.96385,0,0
"53503",-7.96385,0,0
"53504",6458.74,42.0829,6788.17
"53505",3116.07,40.5644,3398.34
"53506",8989.74,107.233,9355.42
"53507",21668.7,231.855,22251.9
"53508",40140.5,420.861,41143.6
"53509",27434.9,301.418,28134.2
"53510",20105.8,228.692,20657
"53511",12524.7,149.877,12943.4
"53512",31436.9,249.745,32225.7
"53513",24808.6,149.519,25454.3
"53514",1009.5,17.3461,1261.41
"53515",-7.96385,0,0
"53516",-7.96385,0,0
"53517",-7.96385,0,0
"53518",-7.96385,0,0
"53519",-7.96385,0,0
"53520",-7.96385,0,0
"53521",-7.96385,0,0
"53522",-7.96385,0,0
"53523",-7.96385,0,0
"53524",-7.96385,0,0
"53525",-7.96385,0,0
"53526",-7.96385,0,0
"53527",-7.96385,0,0
"53528",11847.8,42.3715,12258.9
"53529",1405.83,21,1663.84
"53530",2537.98,35,2811.57
"53531",1254.03,19,1509.35
"53532",1859.98,25,2124.2
"53533",2575.73,32,2850.1
"53534",3593.03,45,3881.63
"53535",3232.9,43,3516.98
"53536",1412.49,21,1671.54
"53537",1091.83,17,1346.54
"53538",7820.91,34.1552,8171.24
"53539",-7.96385,0,0
"53540",-7.96385,0,0
"53541",-7.96385,0,0
"53542",-7.96385,0,0
"53543",-7.96385,0,0
"53544",-7.96385,0,0
"53545",-7.96385,0,0
"53546",-7.96385,0,0
"53547",-7.96385,0,0
"53548",-7.96385,0,0
"53549",-7.96385,0,0
"53550",-7.96385,0,0
"53551",-7.96385,0,0
"53552",18175.7,47.2668,18699
"53553",18994.8,107.453,19532.9
"53554",456.189,9,702.081
"53555",872.312,14,1124.73
"53556",1454.16,20,1714.93
"53557",13923.5,152.359,14369.9
"53558",31907.8,338.592,32713
"53559",19061.1,196.028,19598.4
"53560",26605.5,168.755,27293.2
"53561",2435.1,33,2710.19
"53562",6345.45,30.6841,6675.48
"53563",-7.96385,0,0
"53564",-7.96385,0,0
"53565",-7.96385,0,0
"53566",-7.96385,0,0
"53567",-7.96385,0,0
"53568",-7.96385,0,0
"53569",-7.96385,0,0
"53570",-7.96385,0,0
"53571",-7.96385,0,0
"53572",-7.96385,0,0
"53573",-7.96385,0,0
"53574",-7.96385,0,0
"53575",-7.96385,0,0
"53576",6121.44,48.4014,6451.08
"53577",13808.6,89.9033,14257.1
"53578",2721.08,36,3002.37
"53579",5558.64,68,5879.47
"53580",14216.6,157,14671.7
"53581",10122.8,110,10511.5
"53582",14030,156,14482
"53583",9720.46,115,10102.8
"53584",1957.24,27,2227.67
"53585",1966.19,27,2237.05
"53586",628.029,17,879.129
"53587",-7.96385,0,0
"53588",-7.96385,0,0
"53589",-7.96385,0,0
"53590",-7.96385,0,0
"53591",-7.96385,0,0
"53592",-7.96385,0,0
"53593",-7.96385,0,0
"53594",-7.96385,0,0
"53595",-7.96385,0,0
"53596",-7.96385,0,0
"53597",-7.96385,0,0
"53598",-7.96385,0,0
"53599",-7.96385,0,0
"53600",38681.1,81.3496,39660.9
"53601",68398.6,286.115,70307.2
"53602",75447.7,481.739,77622.5
"53603",73957.9,634.709,76071
"53604",70867.6,730.957,72860.3
"53605",69169.3,760.058,71097.2
"53606",71162.6,720.264,73165.1
"53607",73807.6,610.499,75912.2
"53608",73652.7,448.732,75752.9
"53609",64099.3,248.127,65848.6
"53610",21650.3,51.9101,22239
"53611",-7.96385,0,0
"53612",-7.96385,0,0
"53613",-7.96385,0,0
"53614",-7.96385,0,0
"53615",-7.96385,0,0
"53616",-7.96385,0,0
"53617",-7.96385,0,0
"53618",-7.96385,0,0
"53619",-7.96385,0,0
"53620",-7.96385,0,0
"53621",-7.96385,0,0
"53622",-7.96385,0,0
"53623",-7.96385,0,0
"53624",38742.1,83.4931,39722.2
"53625",67076.1,286.896,68933.3
"53626",70585.3,457.905,72568.5
"53627",63903.5,554.857,65640.3
"53628",57581.1,595.492,59101.9
"53629",61249.5,674.183,62892.5
"53630",68914,700.281,70830.2
"53631",61538.9,514.32,63192.1
"53632",72899.7,448.029,74968.5
"53633",63783.3,250.986,65518.8
"53634",23916.4,54.14,24550.6
"53635",-7.96385,0,0
"53636",-7.96385,0,0
"53637",-7.96385,0,0
"53638",-7.96385,0,0
"53639",-7.96385,0,0
"53640",-7.96385,0,0
"53641",-7.96385,0,0
"53642",-7.96385,0,0
"53643",-7.96385,0,0
"53644",-7.96385,0,0
"53645",-7.96385,0,0
"53646",-7.96385,0,0
"53647",-7.96385,0,0
"53648",18142.9,61.5091,18665.8
"53649",47339.9,235.576,48548.7
"53650",53506.8,375.124,54898.5
"53651",49789.7,457.953,51065.9
"53652",53675,559.497,55068.2
"53653",54606.1,605.456,56027.1
"53654",51647.2,537.929,52976
"53655",43530.6,410.104,44624.8
"53656",33813.7,278.609,34659.4
"53657",31296.7,183.142,32085.4
"53658",1395.43,10.3859,1654.26
"53659",-7.96385,0,0
"53660",-7.96385,0,0
"53661",-7.96385,0,0
"53662",-7.96385,0,0
"53663",-7.96385,0,0
"53664",-7.96385,0,0
"53665",-7.96385,0,0
"53666",-7.96385,0,0
"53667",-7.96385,0,0
"53668",-7.96385,0,0
"53669",-7.96385,0,0
"53670",-7.96385,0,0
"53671",-7.96385,0,0
"53672",18640.7,50.3608,19170.1
"53673",5739.87,69.6166,6059.81
"53674",14245.5,158.743,14696.3
"53675",16508,189.802,16997.2
"53676",32017.6,347.229,32822.6
"53677",20384.8,224.204,20944
"53678",17311.2,196.672,17813.6
"53679",27070.6,280.69,27764.7
"53680",14092.2,152.974,14539
"53681",19465.5,130.376,20008
"53682",12045.5,35.6999,12459.7
"53683",-7.96385,0,0
"53684",-7.96385,0,0
"53685",-7.96385,0,0
"53686",-7.96385,0,0
"53687",-7.96385,0,0
"53688",-7.96385,0,0
"53689",-7.96385,0,0
"53690",-7.96385,0,0
"53691",-7.96385,0,0
"53692",-7.96385,0,0
"53693",-7.96385,0,0
"53694",-7.96385,0,0
"53695",-7.96385,0,0
"53696",2997.35,34.3547,3286.06
"53697",9647.59,99.4987,10032.5
"53698",41116.8,326.308,42162.1
"53699",52087.2,463.917,53447.5
"53700",53200.1,537.781,54593.8
"53701",54762.1,579.517,56204.5
"53702",49094.1,498.029,50361.1
"53703",40228.6,372.588,41247.3
"53704",22389.6,205.387,22996.6
"53705",10480.8,102.806,10877.4
"53706",2688.14,30.2506,2972
"53707",-7.96385,0,0
"53708",-7.96385,0,0
"53709",-7.96385,0,0
"53710",-7.96385,0,0
"53711",-7.96385,0,0
"53712",-7.96385,0,0
"53713",-7.96385,0,0
"53714",-7.96385,0,0
"53715",-7.96385,0,0
"53716",-7.96385,0,0
"53717",-7.96385,0,0
"53718",-7.96385,0,0
"53719",-7.96385,0,0
"53720",10861.1,53.4663,11265.9
"53721",70899.4,306.362,72906.8
"53722",78716.4,507.312,81029.7
"53723",77740.4,665.286,80011.5
"53724",74944.4,766.704,77101.8
"53725",73336.8,797.035,75429.8
"53726",75268.8,756.297,77437.1
"53727",77969.1,645.903,80245.8
"53728",77851.4,480.539,80123.9
"53729",69743.3,277.039,71705.1
"53730",33452.4,68.0858,34302.8
"53731",-7.96385,0,0
"53732",-7.96385,0,0
"53733",-7.96385,0,0
"53734",-7.96385,0,0
"53735",-7.96385,0,0
"53736",-7.96385,0,0
"53737",-7.96385,0,0
"53738",-7.96385,0,0
"53739",-7.96385,0,0
"53740",-7.96385,0,0
"53741",-7.96385,0,0
"53742",-7.96385,0,0
"53743",-7.96385,0,0
"53744",46075.8,104.953,47258.5
"53745",72965.9,321.157,75049
"53746",79230,520.016,81559.6
"53747",77008.3,669.621,79244.6
"53748",73305.9,758.721,75394.3
"53749",71119.5,780.766,73122.7
"53750",72457.9,735.111,74511.8
"53751",74552.5,625.167,76687.8
"53752",74163.6,461.133,76284.6
"53753",63264,260.469,64985.6
"53754",28823.9,61.8971,29565.3
"53755",-7.96385,0,0
"53756",-7.96385,0,0
"53757",-7.96385,0,0
"53758",-7.96385,0,0
"53759",-7.96385,0,0
"53760",-7.96385,0,0
"53761",-7.96385,0,0
"53762",-7.96385,0,0
"53763",-7.96385,0,0
"53764",-7.96385,0,0
"53765",-7.96385,0,0
"53766",-7.96385,0,0
"53767",-7.96385,0,0
"53768",34839.8,93.9175,35720.4
"53769",66531.7,301.522,68369.3
"53770",75908.9,505.368,78099.5
"53771",74795.8,659.415,76938.8
"53772",71731.9,754.298,73753.5
"53773",69975.3,781.975,71928.5
"53774",71484,739.391,73493.5
"53775",73762.5,632.219,75859.1
"53776",73771.1,471.059,75869.3
"53777",64993.2,270.716,66768.2
"53778",32596.6,68.6234,33418.5
"53779",-7.96385,0,0
"53780",-7.96385,0,0
"53781",-7.96385,0,0
"53782",-7.96385,0,0
"53783",-7.96385,0,0
"53784",-7.96385,0,0
"53785",-7.96385,0,0
"53786",-7.96385,0,0
"53787",-7.96385,0,0
"53788",-7.96385,0,0
"53789",-7.96385,0,0
"53790",-7.96385,0,0
"53791",-7.96385,0,0
"53792",35052.2,93.715,35932.9
"53793",64489.6,299.545,66246.6
"53794",69762,474.713,71707.8
"53795",71643,642.727,73657.7
"53796",69541.3,739.882,71475.4
"53797",68393.4,771.128,70284.1
"53798",70111.2,730.985,72065.6
"53799",72447,625.664,74490.4
"53800",72601.4,465.431,74651.9
"53801",62134.4,266.626,63804.9
"53802",15108.9,39.8254,15572.6
"53803",-7.96385,0,0
"53804",-7.96385,0,0
"53805",-7.96385,0,0
"53806",-7.96385,0,0
"53807",-7.96385,0,0
"53808",-7.96385,0,0
"53809",-7.96385,0,0
"53810",-7.96385,0,0
"53811",-7.96385,0,0
"53812",-7.96385,0,0
"53813",-7.96385,0,0
"53814",-7.96385,0,0
"53815",-7.96385,0,0
"53816",2205.16,21.7894,2475.19
"53817",4978.85,64,5286.57
"53818",3910.2,52,4202.38
"53819",22691.2,258.026,23293.8
"53820",23906.8,264.747,24532.8
"53821",44306.2,493.777,45420.6
"53822",65816.1,681.565,67613.2
"53823",70382.2,608.3,72347.1
"53824",68988,448.893,70901.6
"53825",56716.4,253.765,58205.2
"53826",24726,64.3762,25370.5
"53827",-7.96385,0,0
"53828",-7.96385,0,0
"53829",-7.96385,0,0
"53830",-7.96385,0,0
"53831",-7.96385,0,0
"53832",-7.96385,0,0
"53833",-7.96385,0,0
"53834",-7.96385,0,0
"53835",-7.96385,0,0
"53836",-7.96385,0,0
"53837",-7.96385,0,0
"53838",-7.96385,0,0
"53839",-7.96385,0,0
"53840",41551.7,107.503,42598.8
"53841",67405.7,317.046,69268.4
"53842",75349.4,513.918,77511.7
"53843",74205.3,668.379,76320.8
"53844",71881.6,765.418,73906.3
"53845",70861.4,797.388,72846.9
"53846",72862.3,758.115,74924.6
"53847",75545.7,651.259,77713.9
"53848",75265.8,485.843,77424.7
"53849",66017.4,282.224,67829.9
"53850",33552.5,74.0108,34397.7
"53851",-7.96385,0,0
"53852",-7.96385,0,0
"53853",-7.96385,0,0
"53854",-7.96385,0,0
"53855",-7.96385,0,0
"53856",-7.96385,0,0
"53857",-7.96385,0,0
"53858",-7.96385,0,0
"53859",-7.96385,0,0
"53860",-7.96385,0,0
"53861",-7.96385,0,0
"53862",-7.96385,0,0
"53863",-7.96385,0,0
"53864",43508.1,113.066,44610.7
"53865",68969.3,325.717,70891.7
"53866",76792.2,525.836,79013.2
"53867",75656.4,682.457,77830.1
"53868",73135.2,777.722,75209.1
"53869",71480.4,802.536,73490.1
"53870",73220.6,761.141,75297.1
"53871",75391,652.175,77552.8
"53872",75313.1,487.579,77472.4
"53873",65578.7,282.956,67376.7
"53874",34257.1,77.6392,35118.3
"53875",-7.96385,0,0
"53876",-7.96385,0,0
"53877",-7.96385,0,0
"53878",-7.96385,0,0
"53879",-7.96385,0,0
"53880",-7.96385,0,0
"53881",-7.96385,0,0
"53882",-7.96385,0,0
"53883",-7.96385,0,0
"53884",-7.96385,0,0
"53885",-7.96385,0,0
"53886",-7.96385,0,0
"53887",-7.96385,0,0
"53888",43273.7,114.185,44369.5
"53889",67999.2,323.227,69885
"53890",74971,519.695,77118.2
"53891",73951.5,671.613,76056
"53892",71471,766.098,73478.3
"53893",70316.9,795.943,72279.8
"53894",71661.1,751.02,73674.8
"53895",73767.8,643.351,75863.1
"53896",73644.3,479.424,75735.9
"53897",63130.9,277.615,64836.9
"53898",32660.8,75.3615,33481.2
"53899",-7.96385,0,0
"53900",-7.96385,0,0
"53901",-7.96385,0,0
"53902",-7.96385,0,0
"53903",-7.96385,0,0
"53904",-7.96385,0,0
"53905",-7.96385,0,0
"53906",-7.96385,0,0
"53907",-7.96385,0,0
"53908",-7.96385,0,0
"53909",-7.96385,0,0
"53910",-7.96385,0,0
"53911",-7.96385,0,0
"53912",30304.4,93.7784,31071
"53913",42374.2,225.125,43438.2
"53914",70990.3,499.966,72979.8
"53915",71339.4,652.402,73339.8
"53916",69038.8,747.735,70951
"53917",62518.6,711.602,64196.1
"53918",68533.8,725.329,70425.8
"53919",65025.2,571.287,66790.2
"53920",71442.3,472.291,73444.2
"53921",52787.2,257.488,54148.4
"53922",24923.5,65.5523,25569.7
"53923",-7.96385,0,0
"53924",-7.96385,0,0
"53925",-7.96385,0,0
"53926",-7.96385,0,0
"53927",-7.96385,0,0
"53928",-7.96385,0,0
"53929",-7.96385,0,0
"53930",-7.96385,0,0
"53931",-7.96385,0,0
"53932",-7.96385,0,0
"53933",-7.96385,0,0
"53934",-7.96385,0,0
"53935",-7.96385,0,0
"53936",24523.6,92.4862,25163.4
"53937",51942.7,285.893,53280.3
"53938",51450.4,405.65,52771.9
"53939",42579.9,424.276,43645.5
"53940",49499.6,535.053,50760.8
"53941",45577.6,511.632,46725.3
"53942",26287.8,292.426,26961.1
"53943",28397.9,301.17,29117.1
"53944",41033.2,333.271,42058
"53945",27345.8,187.291,28042.9
"53946",7130.72,37.5009,7466.91
"53947",-7.96385,0,0
"53948",-7.96385,0,0
"53949",-7.96385,0,0
"53950",-7.96385,0,0
"53951",-7.96385,0,0
"53952",-7.96385,0,0
"53953",-7.96385,0,0
"53954",-7.96385,0,0
"53955",-7.96385,0,0
"53956",-7.96385,0,0
"53957",-7.96385,0,0
"53958",-7.96385,0,0
"53959",-7.96385,0,0
"53960",16696.8,53.1648,17192.9
"53961",620.885,11,869.889
"53962",8211.11,99.0543,8568.86
"53963",15305.2,163.959,15776.6
"53964",6535.71,76,6868.49
"53965",37022,398.112,37952.9
"53966",12481.7,141.155,12905.7
"53967",34224,327.028,35086.8
"53968",8759.98,103.987,9126.41
"53969",8814.47,93.8665,9182.37
"53970",32402.8,71.4697,33224.1
"53971",-7.96385,0,0
"53972",-7.96385,0,0
"53973",-7.96385,0,0
"53974",-7.96385,0,0
"53975",-7.96385,0,0
"53976",-7.96385,0,0
"53977",-7.96385,0,0
"53978",-7.96385,0,0
"53979",-7.96385,0,0
"53980",-7.96385,0,0
"53981",-7.96385,0,0
"53982",-7.96385,0,0
"53983",-7.96385,1.73857,0
"53984",42503.6,129.911,43582.7
"53985",65000.3,319.293,66784
"53986",44223.5,307.608,45345.3
"53987",17025,195,17525.6
"53988",25658.6,284.479,26325.3
"53989",40313.5,442.964,41325
"53990",37269.7,403.326,38202.3
"53991",27428.6,304.201,28131.7
"53992",36842.7,277.632,37765.2
"53993",53879.9,248.231,55286.2
"53994",37397.9,90.0268,38339.8
"53995",-7.96385,0,0
"53996",-7.96385,0,0
"53997",-7.96385,0,0
"53998",-7.96385,0,0
"53999",-7.96385,0,0
"54000",-7.96385,0,0
"54001",-7.96385,0,0
"54002",-7.96385,0,0
"54003",-7.96385,0,0
"54004",-7.96385,0,0
"54005",-7.96385,0,0
"54006",-7.96385,0,0
"54007",-7.96385,2.49059,0
"54008",47264.5,139.317,48475.7
"54009",71352.6,353.329,73368.8
"54010",78438.5,551.857,80729.8
"54011",77125.9,708.069,79359.9
"54012",74811.1,805.395,76950.2
"54013",73494,832.752,75579.8
"54014",75119.6,790.508,77268.4
"54015",76758.7,677.151,78972.9
"54016",76739.6,510.041,78954.2
"54017",66926.7,303.75,68769.3
"54018",38540.9,94.0241,39507.4
"54019",-7.96385,0,0
"54020",-7.96385,0,0
"54021",-7.96385,0,0
"54022",-7.96385,0,0
"54023",-7.96385,0,0
"54024",-7.96385,0,0
"54025",-7.96385,0,0
"54026",-7.96385,0,0
"54027",-7.96385,0,0
"54028",-7.96385,0,0
"54029",-7.96385,0,0
"54030",-7.96385,0,0
"54031",-7.96385,1.68722,0
"54032",41085.5,131.389,42117
"54033",10014.1,64.0827,10394.7
"54034",65001.3,470.933,66770.4
"54035",8144.59,101,8494.95
"54036",15465.1,179,15931.4
"54037",29165.4,328.619,29900
"54038",31962.3,355.323,32760.1
"54039",13556.9,164,13991
"54040",67582.4,464.942,69442.4
"54041",48848,241.576,50092.4
"54042",29230.9,85.8188,29971.2
"54043",-7.96385,0,0
"54044",-7.96385,0,0
"54045",-7.96385,0,0
"54046",-7.96385,0,0
"54047",-7.96385,0,0
"54048",-7.96385,0,0
"54049",-7.96385,0,0
"54050",-7.96385,0,0
"54051",-7.96385,0,0
"54052",-7.96385,0,0
"54053",-7.96385,0,0
"54054",-7.96385,0,0
"54055",-7.96385,1,0
"54056",28029.7,104.305,28743.5
"54057",16558.5,129.021,17045.8
"54058",67941.5,496.445,69815
"54059",71598.5,671.208,73607
"54060",24805.4,270.851,25446.5
"54061",51557.9,583.973,52878.8
"54062",46389.1,504.509,47558
"54063",46474.1,457.007,47646.2
"54064",37311.1,314.853,38238.5
"54065",339.824,8,582.838
"54066",6997.25,52.3894,7332.08
"54067",-7.96385,0,0
"54068",-7.96385,0,0
"54069",-7.96385,0,0
"54070",-7.96385,0,0
"54071",-7.96385,0,0
"54072",-7.96385,0,0
"54073",-7.96385,0,0
"54074",-7.96385,0,0
"54075",-7.96385,0,0
"54076",-7.96385,0,0
"54077",-7.96385,0,0
"54078",-7.96385,0,0
"54079",-7.96385,2,0
"54080",118.582,5,359.131
"54081",596.919,11,842.82
"54082",3312.63,45,3595.62
"54083",4225.2,55,4519.72
"54084",13836.6,160.757,14275.4
"54085",27467.4,309.134,28164.8
"54086",64035.1,675.083,65765.9
"54087",47989.9,469.162,49206.5
"54088",23563.4,231.1,24181.1
"54089",64990.7,301.583,66760.5
"54090",37229.3,95.6976,38159.2
"54091",-7.96385,0,0
"54092",-7.96385,0,0
"54093",-7.96385,0,0
"54094",-7.96385,0,0
"54095",-7.96385,0,0
"54096",-7.96385,0,0
"54097",-7.96385,0,0
"54098",-7.96385,0,0
"54099",-7.96385,0,0
"54100",-7.96385,0,0
"54101",-7.96385,0,0
"54102",-7.96385,0,0
"54103",-7.96385,3.53353,0
"54104",38237.7,120.633,39195.9
"54105",20612.7,128.061,21176.6
"54106",27012.6,215.695,27704
"54107",48342.5,447.621,49570.8
"54108",22053.2,252.762,22640.2
"54109",26500.2,298.607,27176.8
"54110",72974.7,777.902,75034.9
"54111",74123.1,665.771,76228.1
"54112",71317.1,489.04,73315.4
"54113",54836.4,276.995,56263.2
"54114",34703,95.6441,35570.6
"54115",-7.96385,0,0
"54116",-7.96385,0,0
"54117",-7.96385,0,0
"54118",-7.96385,0,0
"54119",-7.96385,0,0
"54120",-7.96385,0,0
"54121",-7.96385,0,0
"54122",-7.96385,0,0
"54123",-7.96385,0,0
"54124",-7.96385,0,0
"54125",-7.96385,0,0
"54126",-7.96385,0,0
"54127",-7.96385,3.85052,0
"54128",1732.12,25,1996.23
"54129",3747.55,48.3967,4039.19
"54130",15937.2,162.136,16416.2
"54131",56880.3,530.507,58375.9
"54132",24772,279.259,25416
"54133",27741.3,309.521,28447.2
"54134",22291.8,254.505,22885.2
"54135",19985.8,230.24,20535.1
"54136",16283.4,180.386,16766.2
"54137",7380.21,87.0333,7721.37
"54138",12546.5,52.1783,12967.7
"54139",-7.96385,0,0
"54140",-7.96385,0,0
"54141",-7.96385,0,0
"54142",-7.96385,0,0
"54143",-7.96385,0,0
"54144",-7.96385,0,0
"54145",-7.96385,0,0
"54146",-7.96385,0,0
"54147",-7.96385,0,0
"54148",-7.96385,0,0
"54149",-7.96385,0,0
"54150",-7.96385,0,0
"54151",-7.96385,5,240.091
"54152",280.906,7,523.262
"54153",1001.33,16,1253.48
"54154",1871.25,27,2135.76
"54155",2429.9,33,2701.56
"54156",5456.68,66,5769.46
"54157",6491.4,76,6818.36
"54158",10480.7,123.754,10866.9
"54159",38145.7,395.428,39096.9
"54160",12752.4,145.823,13176
"54161",18555.5,155.945,19080.5
"54162",4607.11,46.4453,4910.13
"54163",-7.96385,0,0
"54164",-7.96385,0,0
"54165",-7.96385,0,0
"54166",-7.96385,0,0
"54167",-7.96385,0,0
"54168",-7.96385,0,0
"54169",-7.96385,0,0
"54170",-7.96385,0,0
"54171",-7.96385,0,0
"54172",-7.96385,0,0
